pay_dt_quarter,consume_large_area_name,good_mid_class_merged,order_fst,order_re,order_wake,members,amt,qty,orders,tag_price_avg,tag_price_std,tag_price_min,tag_price_p10,tag_price_p25,tag_price_p50,tag_price_p75,tag_price_p90,tag_price_max,barg_price_avg,barg_price_std
2022Q3,可隆-华东,其他,64,100,27,170,40470.94,191,191,286.91,87.52,120.62,177.51,230.02,286.91,343.8,396.32,470.71,231.34,45.91
2022Q3,可隆-华东,棉服,187,273,33,358,1883998.74,756,493,2912.17,500.9,1960.46,2286.05,2586.59,2912.17,3237.75,3538.29,3964.05,2412.28,571.77
2022Q3,可隆-华东,连衣裙,50,97,5,133,230023.89,191,152,1718.2,335.54,1080.68,1298.78,1500.1,1718.2,1936.3,2137.62,2422.82,1261.4,274.17
2022Q3,可隆-华东,短裤,165,118,75,286,306534.85,548,358,788.12,147.55,507.78,603.69,692.22,788.12,884.03,972.55,1097.97,507.14,68.37
2022Q3,可隆-华北,防水夹克,305,842,118,1198,5609207.2,1941,1265,3182.63,606.98,2029.36,2423.9,2788.09,3182.63,3577.17,3941.36,4457.3,3054.37,574.42
2022Q3,可隆-华北,卫衣,283,389,57,626,1220221.09,1205,729,1235.38,192.18,870.23,995.15,1110.46,1235.38,1360.3,1475.61,1638.97,945.83,209.47
2022Q3,可隆-华北,长袖T恤,201,337,67,510,415850.87,880,605,824.21,229.01,389.09,537.95,675.35,824.21,973.06,1110.46,1305.12,515.08,123.01
2022Q3,可隆-华北,三合一夹克,137,230,26,327,1873188.35,667,393,3992.32,803.03,2466.57,2988.53,3470.35,3992.32,4514.28,4996.1,5678.67,2734.89,346.71
2022Q3,可隆-华北,POLO,435,390,139,753,965866.99,1113,964,1099.41,334.64,463.6,681.11,881.89,1099.41,1316.92,1517.7,1802.15,826.06,198.67
2022Q3,可隆-华北,短袖T恤,374,441,98,718,696146.7,1125,913,722.96,185.1,371.27,491.58,602.64,722.96,843.27,954.33,1111.66,638.79,84.55
2022Q3,可隆-华北,长裤,308,542,108,755,1615819.52,1351,958,1445.82,240.24,989.36,1145.52,1289.66,1445.82,1601.97,1746.11,1950.32,1136.09,317.56
2022Q3,可隆-华北,衬衫,180,156,51,377,676077.97,592,387,1241.21,222.72,818.03,962.8,1096.44,1241.21,1385.98,1519.61,1708.93,1063.42,246.15
2022Q3,可隆-华北,针织夹克,135,316,29,406,970982.6,794,480,1567.89,378.08,849.54,1095.29,1322.14,1567.89,1813.64,2040.49,2361.85,1191.24,216.84
2022Q3,可隆-华北,羽绒服,84,242,57,367,1803612.39,660,383,3959.1,1040.16,1982.79,2658.9,3283.0,3959.1,4635.21,5259.31,6143.45,2654.4,403.98
2022Q3,可隆-华北,鞋,268,435,80,549,1485559.44,975,783,2275.81,428.25,1462.13,1740.49,1997.44,2275.81,2554.17,2811.13,3175.14,1457.46,355.55
2022Q3,可隆-华北,马夹,108,177,53,242,813563.44,556,338,1746.54,365.49,1052.12,1289.68,1508.97,1746.54,1984.11,2203.4,2514.06,1304.87,258.77
2022Q3,可隆-华北,软壳夹克,256,325,98,563,1934827.45,948,679,2410.57,492.52,1474.79,1794.93,2090.44,2410.57,2730.71,3026.22,3444.86,1926.2,367.65
2022Q3,可隆-华北,配件,202,269,99,456,221329.21,772,570,380.93,62.19,262.77,303.2,340.51,380.93,421.35,458.66,511.52,289.26,72.29
2022Q3,可隆-华北,抓绒夹克,236,229,21,410,769983.58,821,486,1466.43,206.84,1073.43,1207.88,1331.98,1466.43,1600.88,1724.99,1900.81,979.0,207.46
2022Q3,可隆-华北,防风夹克,324,561,145,839,3363063.62,1676,1030,2486.18,654.75,1242.15,1667.74,2060.59,2486.18,2911.77,3304.62,3861.16,1850.46,254.83
2022Q3,可隆-华北,其他,95,88,28,161,67123.99,335,211,305.41,77.53,158.1,208.5,255.02,305.41,355.81,402.33,468.23,222.86,28.99
2022Q3,可隆-华北,棉服,160,118,45,282,1058569.48,464,323,2977.3,416.99,2185.02,2456.06,2706.26,2977.3,3248.34,3498.54,3852.98,2379.8,418.98
2022Q3,可隆-华北,连衣裙,26,36,7,61,130557.81,100,69,1518.58,393.89,770.18,1026.21,1262.55,1518.58,1774.61,2010.95,2345.76,1327.07,209.6
2022Q3,可隆-华北,短裤,217,146,50,295,409617.92,702,413,842.66,194.85,472.45,599.1,716.01,842.66,969.32,1086.23,1251.85,602.29,83.14
2022Q3,可隆-华南,防水夹克,400,605,124,876,4140765.05,2027,1129,3007.86,598.2,1871.27,2260.11,2619.03,3007.86,3396.69,3755.62,4264.09,2004.78,275.91
2022Q3,可隆-华南,卫衣,174,270,40,435,536595.41,906,484,1046.36,199.55,667.22,796.93,916.65,1046.36,1176.06,1295.79,1465.41,617.87,164.62
2022Q3,可隆-华南,长袖T恤,450,453,47,722,832605.97,1413,950,959.25,185.73,606.37,727.09,838.53,959.25,1079.97,1191.41,1349.28,589.1,127.88
2022Q3,可隆-华南,三合一夹克,122,173,25,262,1813188.88,546,320,4686.55,1475.72,1882.69,2841.9,3727.33,4686.55,5645.77,6531.2,7785.56,3173.72,696.53
2022Q3,可隆-华南,POLO,290,275,70,648,679749.83,1104,635,874.2,170.03,551.15,661.67,763.68,874.2,984.72,1086.74,1231.26,616.95,106.89
2022Q3,可隆-华南,短袖T恤,355,413,146,622,593318.67,1141,914,781.57,202.59,396.65,528.33,649.89,781.57,913.25,1034.81,1207.01,494.79,71.74
2022Q3,可隆-华南,长裤,267,352,95,586,1020180.29,1106,714,1188.42,376.49,473.08,717.8,943.7,1188.42,1433.14,1659.03,1979.05,924.85,211.12
2022Q3,可隆-华南,衬衫,109,130,49,246,360010.65,435,288,1013.84,245.71,546.98,706.7,854.12,1013.84,1173.55,1320.98,1529.83,872.53,145.83
2022Q3,可隆-华南,针织夹克,128,99,38,208,396426.47,440,265,1428.97,435.48,601.57,884.63,1145.91,1428.97,1712.03,1973.32,2343.47,907.32,168.94
2022Q3,可隆-华南,羽绒服,396,292,107,621,3034215.51,1185,795,3445.04,518.0,2460.85,2797.54,3108.34,3445.04,3781.74,4092.53,4532.83,2610.97,563.11
2022Q3,可隆-华南,鞋,180,173,65,413,1138970.73,704,418,2094.52,459.29,1221.87,1520.41,1795.98,2094.52,2393.06,2668.63,3059.03,1510.82,383.3
2022Q3,可隆-华南,马夹,141,260,35,416,670076.12,654,436,1497.37,407.69,722.75,987.75,1232.37,1497.37,1762.37,2006.99,2353.53,1053.26,255.94
2022Q3,可隆-华南,软壳夹克,249,247,87,559,1071719.27,846,583,2079.27,389.37,1339.46,1592.55,1826.17,2079.27,2332.36,2565.98,2896.94,1315.65,307.63
2022Q3,可隆-华南,配件,128,269,58,376,180396.14,742,455,420.47,91.76,246.13,305.77,360.82,420.47,480.11,535.16,613.16,250.9,37.44
2022Q3,可隆-华南,抓绒夹克,171,122,53,342,716283.43,583,346,1797.97,294.84,1237.76,1429.41,1606.32,1797.97,1989.61,2166.52,2417.14,1178.59,282.24
2022Q3,可隆-华南,防风夹克,279,344,78,612,1803575.92,986,701,2531.79,653.94,1289.31,1714.37,2106.73,2531.79,2956.85,3349.21,3905.06,1814.09,459.26
2022Q3,可隆-华南,其他,21,67,15,105,36257.91,162,103,310.02,85.5,147.56,203.14,254.44,310.02,365.59,416.89,489.57,238.15,42.68
2022Q3,可隆-华南,棉服,234,207,68,504,1825123.13,862,509,2858.76,796.1,1346.16,1863.63,2341.29,2858.76,3376.22,3853.89,4530.58,2186.5,574.45
2022Q3,可隆-华南,连衣裙,44,50,10,108,252683.13,195,104,1836.05,274.8,1313.93,1492.55,1657.43,1836.05,2014.67,2179.55,2413.13,1387.67,349.4
2022Q3,可隆-华南,短裤,139,296,56,417,412350.08,846,491,794.64,199.37,415.83,545.43,665.05,794.64,924.23,1043.86,1213.32,472.73,115.14
2022Q3,可隆-华西,防水夹克,350,584,88,790,4422146.36,1663,1022,3341.23,528.11,2337.81,2681.09,2997.95,3341.23,3684.5,4001.37,4450.26,2807.2,679.74
2022Q3,可隆-华西,卫衣,194,196,49,434,677346.47,686,439,1218.4,236.09,769.83,923.29,1064.94,1218.4,1371.85,1513.51,1714.18,968.35,158.89
2022Q3,可隆-华西,长袖T恤,186,314,76,522,860963.21,1087,576,1008.72,210.35,609.05,745.78,871.99,1008.72,1145.45,1271.66,1450.46,777.34,182.78
2022Q3,可隆-华西,三合一夹克,149,186,50,317,1877413.32,668,385,3938.37,1237.18,1587.73,2391.9,3134.2,3938.37,4742.53,5484.84,6536.44,2620.41,329.88
2022Q3,可隆-华西,POLO,208,283,68,460,811342.13,1150,559,996.74,149.08,713.48,810.39,899.83,996.74,1093.64,1183.09,1309.81,770.49,102.32
2022Q3,可隆-华西,短袖T恤,140,656,137,658,483980.37,1074,933,863.93,257.15,375.34,542.49,696.78,863.93,1031.07,1185.36,1403.94,430.45,68.38
2022Q3,可隆-华西,长裤,355,297,101,611,1047101.68,1105,753,1123.84,358.49,442.72,675.73,890.83,1123.84,1356.86,1571.95,1876.66,871.37,169.39
2022Q3,可隆-华西,衬衫,76,152,14,209,304233.52,394,242,958.4,253.33,477.07,641.74,793.74,958.4,1123.07,1275.07,1490.4,749.64,105.84
2022Q3,可隆-华西,针织夹克,69,102,23,165,330885.57,315,194,1481.87,368.9,780.96,1020.74,1242.09,1481.87,1721.66,1943.0,2256.57,1035.61,250.25
2022Q3,可隆-华西,羽绒服,208,308,54,466,2172683.38,820,570,3725.11,571.6,2639.07,3010.61,3353.57,3725.11,4096.65,4439.61,4925.47,2690.5,615.16
2022Q3,可隆-华西,鞋,141,158,44,270,840640.24,495,343,2575.29,752.48,1145.57,1634.68,2086.17,2575.29,3064.4,3515.89,4155.5,1775.97,417.97
2022Q3,可隆-华西,马夹,162,121,48,323,871925.74,633,331,1839.86,356.39,1162.71,1394.36,1608.2,1839.86,2071.51,2285.35,2588.28,1285.1,222.65
2022Q3,可隆-华西,软壳夹克,174,278,48,561,1646735.98,747,500,2867.83,573.3,1778.56,2151.2,2495.19,2867.83,3240.48,3584.47,4071.77,2202.23,359.66
2022Q3,可隆-华西,配件,184,205,56,429,195965.3,767,445,301.61,89.11,132.3,190.22,243.69,301.61,359.54,413.0,488.75,226.4,28.03
2022Q3,可隆-华西,抓绒夹克,116,167,54,277,811881.05,533,337,1821.98,265.14,1318.23,1490.56,1649.64,1821.98,1994.32,2153.4,2378.77,1314.27,293.56
2022Q3,可隆-华西,防风夹克,93,136,46,286,616371.39,308,275,2406.98,462.37,1528.48,1829.02,2106.44,2406.98,2707.52,2984.94,3377.95,1996.97,277.8
2022Q3,可隆-华西,其他,68,80,8,119,69619.54,266,156,330.57,59.58,217.37,256.1,291.85,330.57,369.3,405.05,455.69,253.44,62.25
2022Q3,可隆-华西,棉服,53,133,19,181,853196.39,334,205,2984.74,734.04,1590.06,2067.19,2507.61,2984.74,3461.87,3902.3,4526.24,2415.76,490.01
2022Q3,可隆-华西,连衣裙,17,23,6,68,108072.51,93,46,1576.47,228.46,1142.4,1290.9,1427.97,1576.47,1724.96,1862.04,2056.22,1059.93,150.66
2022Q3,可隆-华西,短裤,142,104,32,237,324713.72,498,278,863.18,137.13,602.64,691.77,774.05,863.18,952.32,1034.59,1151.15,617.74,126.42
2022Q3,可隆-安徽,防水夹克,247,272,108,588,1573621.68,937,627,2757.22,390.64,2014.99,2268.91,2503.3,2757.22,3011.13,3245.52,3577.57,1724.06,412.91
2022Q3,可隆-安徽,卫衣,180,354,53,437,906460.22,1042,587,1203.04,222.08,781.09,925.44,1058.69,1203.04,1347.39,1480.64,1669.41,823.6,139.61
2022Q3,可隆-安徽,长袖T恤,308,401,69,644,730759.4,1133,778,787.08,131.12,537.95,623.18,701.85,787.08,872.3,950.98,1062.43,610.84,153.06
2022Q3,可隆-安徽,三合一夹克,77,112,20,207,1410254.0,403,209,4376.33,973.44,2526.8,3159.53,3743.6,4376.33,5009.07,5593.14,6420.56,3351.36,426.6
2022Q3,可隆-安徽,POLO,169,238,65,394,434256.87,695,472,862.76,198.05,486.45,615.19,734.02,862.76,991.49,1110.32,1278.67,631.28,107.11
2022Q3,可隆-安徽,短袖T恤,362,195,65,579,451726.92,826,622,774.27,183.02,426.53,545.49,655.31,774.27,893.24,1003.05,1158.62,570.01,159.18
2022Q3,可隆-安徽,长裤,160,283,60,529,698686.81,721,503,1316.03,380.24,593.57,840.73,1068.87,1316.03,1563.19,1791.33,2114.54,946.35,164.52
2022Q3,可隆-安徽,衬衫,171,125,49,301,521464.36,604,345,1206.23,378.04,487.95,733.68,960.5,1206.23,1451.96,1678.78,2000.12,931.07,246.99
2022Q3,可隆-安徽,针织夹克,135,164,59,268,672177.66,641,358,1607.32,242.66,1146.27,1304.0,1449.59,1607.32,1765.05,1910.65,2116.91,1023.93,204.57
2022Q3,可隆-安徽,羽绒服,224,173,64,322,2360426.89,731,461,4393.09,710.3,3043.51,3505.21,3931.39,4393.09,4854.79,5280.97,5884.73,3225.41,417.33
2022Q3,可隆-安徽,鞋,128,195,67,297,1052754.85,693,390,2128.29,619.23,951.74,1354.24,1725.78,2128.29,2530.79,2902.33,3428.68,1523.69,395.2
2022Q3,可隆-安徽,马夹,124,70,36,206,806925.96,395,230,2191.72,652.69,951.61,1375.85,1767.47,2191.72,2615.96,3007.58,3562.36,1928.41,512.91
2022Q3,可隆-安徽,软壳夹克,295,200,79,473,1609313.06,896,574,2523.27,396.9,1769.17,2027.15,2265.29,2523.27,2781.26,3019.39,3356.75,1784.03,290.06
2022Q3,可隆-安徽,配件,117,203,56,280,229175.22,705,376,427.69,103.79,230.48,297.94,360.22,427.69,495.15,557.43,645.65,327.59,81.67
2022Q3,可隆-安徽,抓绒夹克,96,116,34,222,637159.58,369,246,1961.23,354.42,1287.82,1518.2,1730.85,1961.23,2191.6,2404.26,2705.52,1837.36,305.38
2022Q3,可隆-安徽,防风夹克,188,168,60,354,1085058.45,689,416,2250.51,459.99,1376.54,1675.53,1951.52,2250.51,2549.5,2825.49,3216.48,1576.41,206.49
2022Q3,可隆-安徽,其他,35,34,10,64,16092.02,93,79,259.94,47.69,169.33,200.33,228.94,259.94,290.94,319.56,360.1,200.95,35.32
2022Q3,可隆-安徽,棉服,140,240,73,283,898136.7,496,453,3081.49,785.48,1589.08,2099.64,2570.93,3081.49,3592.06,4063.34,4731.0,1772.93,252.35
2022Q3,可隆-安徽,连衣裙,31,35,4,53,114036.3,103,70,1310.64,270.24,797.18,972.84,1134.98,1310.64,1486.29,1648.43,1878.14,1110.89,240.01
2022Q3,可隆-安徽,短裤,88,119,29,173,225796.45,386,236,833.01,246.04,365.53,525.46,673.08,833.01,992.94,1140.57,1349.7,586.45,70.41
2022Q3,可隆-山西,防水夹克,160,272,47,502,1774572.33,671,479,3631.55,584.67,2520.68,2900.71,3251.51,3631.55,4011.58,4362.38,4859.34,2554.69,424.08
2022Q3,可隆-山西,卫衣,134,207,50,362,416194.01,440,391,1299.6,286.05,756.11,942.04,1113.67,1299.6,1485.54,1657.17,1900.31,960.98,144.42
2022Q3,可隆-山西,长袖T恤,211,150,53,433,480640.72,660,414,895.68,243.6,432.83,591.17,737.34,895.68,1054.02,1200.18,1407.25,706.8,175.82
2022Q3,可隆-山西,三合一夹克,63,147,27,196,1014042.19,290,237,4466.33,1374.15,1855.44,2748.64,3573.13,4466.33,5359.53,6184.02,7352.06,3488.5,803.38
2022Q3,可隆-山西,POLO,128,286,80,438,457694.61,756,494,829.35,262.55,330.5,501.16,658.69,829.35,1000.01,1157.54,1380.71,587.4,110.41
2022Q3,可隆-山西,短袖T恤,129,203,61,467,471554.06,636,393,870.77,127.66,628.21,711.19,787.79,870.77,953.75,1030.35,1138.86,727.26,148.69
2022Q3,可隆-山西,长裤,209,242,43,393,748511.96,976,494,1342.48,390.88,599.81,853.88,1088.41,1342.48,1596.55,1831.08,2163.33,822.2,116.56
2022Q3,可隆-山西,衬衫,108,163,49,284,326743.33,449,320,1060.3,245.0,594.8,754.05,901.05,1060.3,1219.55,1366.55,1574.8,661.88,132.2
2022Q3,可隆-山西,针织夹克,108,118,25,250,389825.92,377,251,1593.71,232.39,1152.16,1303.21,1442.65,1593.71,1744.76,1884.2,2081.73,1081.08,259.46
2022Q3,可隆-山西,羽绒服,169,159,75,336,1550551.99,677,403,3833.05,843.42,2230.56,2778.78,3284.83,3833.05,4381.27,4887.31,5604.22,2406.23,371.9
2022Q3,可隆-山西,鞋,120,140,37,377,965516.97,582,297,2022.93,613.81,856.69,1255.67,1623.95,2022.93,2421.91,2790.2,3311.95,1788.57,354.83
2022Q3,可隆-山西,马夹,55,120,15,198,547141.18,324,190,2021.66,515.95,1041.35,1376.72,1686.29,2021.66,2357.03,2666.6,3105.16,1748.66,259.44
2022Q3,可隆-山西,软壳夹克,163,252,67,373,1616616.56,843,482,2402.78,696.77,1078.93,1531.82,1949.88,2402.78,2855.68,3273.74,3865.99,1921.93,293.58
2022Q3,可隆-山西,配件,142,96,36,233,166968.16,410,274,512.46,153.37,221.05,320.74,412.77,512.46,612.15,704.17,834.54,422.47,60.05
2022Q3,可隆-山西,抓绒夹克,95,159,40,217,384787.8,378,294,1527.39,340.67,880.13,1101.56,1305.96,1527.39,1748.83,1953.22,2242.79,1040.69,161.73
2022Q3,可隆-山西,防风夹克,143,212,43,420,1385468.24,679,398,2506.07,471.93,1609.4,1916.15,2199.31,2506.07,2812.82,3095.98,3497.13,2062.19,375.99
2022Q3,可隆-山西,其他,29,66,17,98,27798.55,150,112,243.72,74.85,101.49,150.15,195.06,243.72,292.37,337.28,400.91,172.81,45.84
2022Q3,可隆-山西,棉服,134,166,56,328,828675.89,515,356,2723.17,626.12,1533.54,1940.52,2316.19,2723.17,3130.15,3505.82,4038.02,1511.79,307.56
2022Q3,可隆-山西,连衣裙,19,38,4,54,119260.2,116,61,1782.66,521.02,792.72,1131.39,1444.0,1782.66,2121.32,2433.93,2876.8,1046.65,285.03
2022Q3,可隆-山西,短裤,76,127,29,214,250915.01,435,232,860.37,179.07,520.13,636.53,743.97,860.37,976.76,1084.2,1236.41,665.57,172.01
2022Q3,可隆-西北,防水夹克,153,435,71,671,2690346.42,1247,659,3270.35,734.22,1875.33,2352.58,2793.11,3270.35,3747.6,4188.13,4812.22,2153.78,515.62
2022Q3,可隆-西北,卫衣,176,200,17,358,532461.51,689,393,1043.24,230.89,604.55,754.63,893.16,1043.24,1193.32,1331.86,1528.12,770.26,127.44
2022Q3,可隆-西北,长袖T恤,188,204,28,375,441128.28,613,420,888.75,204.39,500.4,633.26,755.89,888.75,1021.6,1144.24,1317.97,700.22,120.79
2022Q3,可隆-西北,三合一夹克,80,88,37,198,878057.67,324,205,4126.99,844.47,2522.49,3071.39,3578.08,4126.99,4675.89,5182.58,5900.38,2950.63,558.3
2022Q3,可隆-西北,POLO,180,314,52,414,733819.66,955,546,998.4,297.16,433.81,626.96,805.25,998.4,1191.56,1369.85,1622.43,779.65,129.91
2022Q3,可隆-西北,短袖T恤,186,285,103,519,515027.81,892,574,811.9,132.43,560.29,646.36,725.82,811.9,897.97,977.43,1089.99,586.12,161.88
2022Q3,可隆-西北,长裤,160,220,52,340,725338.2,661,432,1569.71,263.7,1068.68,1240.08,1398.3,1569.71,1741.11,1899.33,2123.48,1110.53,232.21
2022Q3,可隆-西北,衬衫,67,98,33,173,315565.71,288,198,1221.43,216.9,809.32,950.31,1080.44,1221.43,1362.41,1492.55,1676.91,1031.0,230.79
2022Q3,可隆-西北,针织夹克,145,178,40,290,675082.22,636,363,1375.43,242.79,914.12,1071.94,1217.61,1375.43,1533.24,1678.91,1885.29,1014.45,264.25
2022Q3,可隆-西北,羽绒服,86,172,28,235,983426.51,425,286,3389.91,715.61,2030.26,2495.4,2924.77,3389.91,3855.06,4284.42,4892.69,2454.72,477.87
2022Q3,可隆-西北,鞋,93,129,35,297,846326.61,426,257,2814.17,553.14,1763.2,2122.75,2454.63,2814.17,3173.72,3505.6,3975.77,1998.59,513.02
2022Q3,可隆-西北,马夹,66,206,45,210,628320.48,531,317,1702.56,381.98,976.8,1225.09,1454.28,1702.56,1950.85,2180.04,2504.72,1264.23,290.01
2022Q3,可隆-西北,软壳夹克,164,310,52,387,1161656.02,826,526,2469.15,667.37,1201.14,1634.93,2035.36,2469.15,2902.94,3303.36,3870.63,1551.57,312.9
2022Q3,可隆-西北,配件,107,154,59,305,161066.86,481,320,379.19,112.21,165.99,238.93,306.25,379.19,452.13,519.46,614.84,303.07,55.84
2022Q3,可隆-西北,抓绒夹克,89,199,48,254,886622.97,526,336,1784.19,493.02,847.45,1167.92,1463.73,1784.19,2104.65,2400.47,2819.53,1535.96,298.65
2022Q3,可隆-西北,防风夹克,134,139,19,262,880906.72,459,292,2291.35,428.44,1477.32,1755.8,2012.87,2291.35,2569.84,2826.9,3191.07,1701.07,385.07
2022Q3,可隆-西北,其他,44,47,20,95,22552.3,167,111,251.84,76.73,106.06,155.93,201.97,251.84,301.71,347.75,412.97,148.69,25.62
2022Q3,可隆-西北,棉服,109,145,31,276,871595.62,477,285,2690.03,757.38,1251.01,1743.3,2197.73,2690.03,3182.32,3636.75,4280.52,1724.76,247.94
2022Q3,可隆-西北,连衣裙,27,35,10,70,167691.89,141,72,1421.75,447.02,572.41,862.98,1131.19,1421.75,1712.31,1980.53,2360.49,1200.64,230.27
2022Q3,可隆-西北,短裤,105,175,55,238,275164.62,502,335,822.56,262.09,324.59,494.95,652.2,822.56,992.92,1150.18,1372.95,557.8,129.82
2022Q3,可隆-电商,防水夹克,669,454,191,908,4170883.57,1918,1314,3236.37,596.8,2102.46,2490.37,2848.45,3236.37,3624.29,3982.36,4489.64,2159.13,577.95
2022Q3,可隆-电商,卫衣,323,447,90,839,1314575.66,1458,860,1073.52,196.72,699.75,827.62,945.65,1073.52,1201.39,1319.43,1486.64,816.9,207.8
2022Q3,可隆-电商,长袖T恤,299,339,85,758,911614.27,1176,723,899.19,182.98,551.53,670.47,780.25,899.19,1018.12,1127.91,1283.44,785.12,109.05
2022Q3,可隆-电商,三合一夹克,180,165,67,406,1732781.76,641,412,3677.76,867.39,2029.73,2593.53,3113.96,3677.76,4241.56,4762.0,5499.28,2594.67,579.21
2022Q3,可隆-电商,POLO,213,313,124,560,469480.09,877,650,952.24,261.75,454.91,625.05,782.1,952.24,1122.38,1279.43,1501.91,563.92,83.74
2022Q3,可隆-电商,短袖T恤,624,853,199,1352,1013442.45,1702,1676,774.02,168.94,453.03,562.84,664.21,774.02,883.83,985.19,1128.79,554.26,137.75
2022Q3,可隆-电商,长裤,473,735,110,1119,2307787.69,1989,1318,1536.92,417.72,743.26,1014.78,1265.41,1536.92,1808.44,2059.07,2414.13,1148.47,157.22
2022Q3,可隆-电商,衬衫,337,247,99,582,1051523.13,1228,683,1091.0,346.23,433.16,658.21,865.95,1091.0,1316.05,1523.79,1818.09,788.42,110.43
2022Q3,可隆-电商,针织夹克,245,172,75,412,758007.01,731,492,1493.29,212.43,1089.67,1227.75,1355.21,1493.29,1631.37,1758.82,1939.39,1072.57,284.84
2022Q3,可隆-电商,羽绒服,367,305,139,631,3175160.86,1212,811,3844.89,1086.73,1780.09,2486.47,3138.51,3844.89,4551.26,5203.3,6127.03,2792.3,452.54
2022Q3,可隆-电商,鞋,618,441,185,1050,2189098.75,1969,1244,2001.27,506.48,1038.95,1368.16,1672.05,2001.27,2330.48,2634.38,3064.89,1162.5,158.09
2022Q3,可隆-电商,马夹,128,187,40,336,867363.2,526,355,2194.79,513.07,1219.96,1553.45,1861.29,2194.79,2528.28,2836.12,3272.22,1696.51,305.89
2022Q3,可隆-电商,软壳夹克,243,397,122,698,1726682.33,1014,762,2589.91,481.5,1675.06,1988.03,2276.93,2589.91,2902.88,3191.78,3601.05,1889.18,443.01
2022Q3,可隆-电商,配件,460,224,140,609,599780.29,1739,824,448.66,117.97,224.51,301.19,371.97,448.66,525.34,596.13,696.4,328.89,46.69
2022Q3,可隆-电商,抓绒夹克,163,196,37,376,569878.61,647,396,1678.93,302.35,1104.47,1300.99,1482.4,1678.93,1875.46,2056.87,2313.86,949.94,167.62
2022Q3,可隆-电商,防风夹克,395,437,162,792,3451169.63,1754,994,2531.41,562.29,1463.06,1828.55,2165.92,2531.41,2896.9,3234.28,3712.22,1865.08,307.2
2022Q3,可隆-电商,其他,47,171,26,220,96093.84,434,244,342.43,76.2,197.65,247.18,292.9,342.43,391.96,437.68,502.45,206.82,41.17
2022Q3,可隆-电商,棉服,199,331,32,453,2056569.27,947,562,3175.1,802.73,1649.92,2171.7,2653.33,3175.1,3696.88,4178.51,4860.83,2175.97,553.28
2022Q3,可隆-电商,连衣裙,15,29,6,50,74468.17,75,50,1482.98,320.79,873.48,1082.0,1274.47,1482.98,1691.49,1883.96,2156.63,989.72,180.44
2022Q3,可隆-电商,短裤,126,176,41,378,374349.56,563,343,786.72,124.06,551.01,631.64,706.08,786.72,867.35,941.79,1047.24,645.83,178.46
2022Q3,可隆-新疆,防水夹克,117,262,38,315,1504007.79,770,417,2869.34,450.7,2013.0,2305.96,2576.38,2869.34,3162.29,3432.71,3815.81,1960.73,266.16
2022Q3,可隆-新疆,卫衣,69,89,7,152,226045.47,261,165,1244.89,272.51,727.13,904.26,1067.76,1244.89,1422.02,1585.53,1817.16,882.21,117.37
2022Q3,可隆-新疆,长袖T恤,118,147,42,221,341910.92,524,307,998.38,196.79,624.49,752.4,870.47,998.38,1126.29,1244.36,1411.63,670.06,149.33
2022Q3,可隆-新疆,三合一夹克,65,49,21,122,705393.11,227,135,4284.26,998.02,2388.02,3036.73,3635.54,4284.26,4932.97,5531.78,6380.09,3331.38,605.07
2022Q3,可隆-新疆,POLO,84,162,8,254,338984.35,391,254,985.63,254.26,502.54,667.81,820.37,985.63,1150.9,1303.46,1519.58,842.42,169.15
2022Q3,可隆-新疆,短袖T恤,118,196,41,356,337872.61,651,355,786.85,188.84,428.05,550.8,664.1,786.85,909.59,1022.9,1183.41,521.99,127.17
2022Q3,可隆-新疆,长裤,84,137,34,232,317942.07,372,255,1187.67,331.49,557.84,773.31,972.2,1187.67,1403.14,1602.03,1883.79,862.5,176.13
2022Q3,可隆-新疆,衬衫,84,82,27,173,185854.42,277,193,996.65,174.02,666.01,779.12,883.54,996.65,1109.77,1214.18,1362.1,670.3,148.45
2022Q3,可隆-新疆,针织夹克,29,70,18,108,170619.92,162,117,1307.25,314.39,709.91,914.26,1102.9,1307.25,1511.61,1700.24,1967.48,985.46,120.62
2022Q3,可隆-新疆,羽绒服,90,215,76,255,895763.89,384,381,3568.41,603.84,2421.11,2813.61,3175.91,3568.41,3960.91,4323.21,4836.48,2364.01,304.83
2022Q3,可隆-新疆,鞋,73,138,27,195,499276.92,313,238,1874.05,289.27,1324.43,1512.45,1686.02,1874.05,2062.07,2235.64,2481.52,1648.07,256.22
2022Q3,可隆-新疆,马夹,54,50,24,104,180663.8,160,128,1663.31,333.74,1029.21,1246.14,1446.38,1663.31,1880.25,2080.49,2364.17,1144.5,180.07
2022Q3,可隆-新疆,软壳夹克,106,66,41,191,605671.78,349,213,2311.72,471.16,1416.52,1722.78,2005.47,2311.72,2617.98,2900.67,3301.16,1779.78,360.97
2022Q3,可隆-新疆,配件,55,76,24,149,87663.79,294,155,369.91,85.08,208.25,263.56,314.61,369.91,425.22,476.27,548.59,314.14,39.01
2022Q3,可隆-新疆,抓绒夹克,71,59,29,121,252683.17,234,159,1728.19,539.66,702.84,1053.62,1377.41,1728.19,2078.97,2402.76,2861.47,1136.17,213.71
2022Q3,可隆-新疆,防风夹克,71,204,37,229,783751.06,554,312,2273.6,369.01,1572.48,1812.34,2033.74,2273.6,2513.46,2734.86,3048.52,1382.92,370.91
